{Acanthoscurria_cioides, Pterocles_rufus} {Bradypodion_grunniens, Nyroca_monedula}
{Ardea_macrops, Lampropeltis_subglobosa} {Chlamydotis_nelsonii, Oxyura_medici}
{Ardea_macrops, Lampropeltis_subglobosa} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Ardea_macrops, Lampropeltis_subglobosa} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Ardea_macrops, Lampropeltis_subglobosa} {Ethmostigmus_salamandra, Oxyura_medici}
{Ardea_macrops, Lampropeltis_subglobosa} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Ardea_macrops, Lampropeltis_subglobosa} {Gypaetus_carinata, Oxyura_medici}
{Ardea_macrops, Lampropeltis_subglobosa} {Gypaetus_carinata, Ptyodactylus_valliceps}
{Ardea_macrops, Lampropeltis_subglobosa} {Oxyura_medici, Ptyodactylus_valliceps}
{Ardea_macrops, Nyctixalus_stagnalis} {Allobates_similis, Chlamydotis_nelsonii}
{Ardea_macrops, Nyctixalus_stagnalis} {Allobates_similis, Ethmostigmus_salamandra}
{Ardea_macrops, Nyctixalus_stagnalis} {Allobates_similis, Gypaetus_carinata}
{Ardea_macrops, Nyctixalus_stagnalis} {Allobates_similis, Oxyura_medici}
{Ardea_macrops, Nyctixalus_stagnalis} {Allobates_similis, Ptyodactylus_valliceps}
{Ardea_macrops, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Ardea_macrops, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Gypaetus_carinata}
{Ardea_macrops, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Oxyura_medici}
{Ardea_macrops, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Ardea_macrops, Nyctixalus_stagnalis} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Ardea_macrops, Nyctixalus_stagnalis} {Ethmostigmus_salamandra, Oxyura_medici}
{Ardea_macrops, Nyctixalus_stagnalis} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Ardea_macrops, Nyctixalus_stagnalis} {Gypaetus_carinata, Oxyura_medici}
{Ardea_macrops, Nyctixalus_stagnalis} {Gypaetus_carinata, Ptyodactylus_valliceps}
{Ardea_macrops, Nyctixalus_stagnalis} {Oxyura_medici, Ptyodactylus_valliceps}
{Lampropeltis_subglobosa, Nyctixalus_stagnalis} {Allobates_similis, Chlamydotis_nelsonii}
{Lampropeltis_subglobosa, Nyctixalus_stagnalis} {Allobates_similis, Ethmostigmus_salamandra}
{Lampropeltis_subglobosa, Nyctixalus_stagnalis} {Allobates_similis, Gypaetus_carinata}
{Lampropeltis_subglobosa, Nyctixalus_stagnalis} {Allobates_similis, Oxyura_medici}
{Lampropeltis_subglobosa, Nyctixalus_stagnalis} {Allobates_similis, Ptyodactylus_valliceps}
{Lampropeltis_subglobosa, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Lampropeltis_subglobosa, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Gypaetus_carinata}
{Lampropeltis_subglobosa, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Oxyura_medici}
{Lampropeltis_subglobosa, Nyctixalus_stagnalis} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Lampropeltis_subglobosa, Nyctixalus_stagnalis} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Lampropeltis_subglobosa, Nyctixalus_stagnalis} {Ethmostigmus_salamandra, Oxyura_medici}
{Lampropeltis_subglobosa, Nyctixalus_stagnalis} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Lampropeltis_subglobosa, Nyctixalus_stagnalis} {Gypaetus_carinata, Oxyura_medici}
{Lampropeltis_subglobosa, Nyctixalus_stagnalis} {Gypaetus_carinata, Ptyodactylus_valliceps}
{Lampropeltis_subglobosa, Nyctixalus_stagnalis} {Oxyura_medici, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyroca_monedula} {Allobates_similis, Ardea_macrops}
{Bradypodion_grunniens, Nyroca_monedula} {Allobates_similis, Chlamydotis_nelsonii}
{Bradypodion_grunniens, Nyroca_monedula} {Allobates_similis, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Nyroca_monedula} {Allobates_similis, Gallinago_leporosum}
{Bradypodion_grunniens, Nyroca_monedula} {Allobates_similis, Gypaetus_carinata}
{Bradypodion_grunniens, Nyroca_monedula} {Allobates_similis, Holaspis_subcinctus}
{Bradypodion_grunniens, Nyroca_monedula} {Allobates_similis, Lampropeltis_subglobosa}
{Bradypodion_grunniens, Nyroca_monedula} {Allobates_similis, Nyctixalus_stagnalis}
{Bradypodion_grunniens, Nyroca_monedula} {Allobates_similis, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Nyroca_monedula} {Allobates_similis, Ophisops_mysticetus}
{Bradypodion_grunniens, Nyroca_monedula} {Allobates_similis, Oxyura_medici}
{Bradypodion_grunniens, Nyroca_monedula} {Allobates_similis, Phoca_bimaculata}
{Bradypodion_grunniens, Nyroca_monedula} {Allobates_similis, Pterocles_rufus}
{Bradypodion_grunniens, Nyroca_monedula} {Allobates_similis, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyroca_monedula} {Allobates_similis, Trapelus_mexicana}
{Bradypodion_grunniens, Nyroca_monedula} {Ardea_macrops, Chlamydotis_nelsonii}
{Bradypodion_grunniens, Nyroca_monedula} {Ardea_macrops, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Nyroca_monedula} {Ardea_macrops, Gallinago_leporosum}
{Bradypodion_grunniens, Nyroca_monedula} {Ardea_macrops, Gypaetus_carinata}
{Bradypodion_grunniens, Nyroca_monedula} {Ardea_macrops, Holaspis_subcinctus}
{Bradypodion_grunniens, Nyroca_monedula} {Ardea_macrops, Lampropeltis_subglobosa}
{Bradypodion_grunniens, Nyroca_monedula} {Ardea_macrops, Nyctixalus_stagnalis}
{Bradypodion_grunniens, Nyroca_monedula} {Ardea_macrops, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Nyroca_monedula} {Ardea_macrops, Ophisops_mysticetus}
{Bradypodion_grunniens, Nyroca_monedula} {Ardea_macrops, Oxyura_medici}
{Bradypodion_grunniens, Nyroca_monedula} {Ardea_macrops, Phoca_bimaculata}
{Bradypodion_grunniens, Nyroca_monedula} {Ardea_macrops, Pterocles_rufus}
{Bradypodion_grunniens, Nyroca_monedula} {Ardea_macrops, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyroca_monedula} {Ardea_macrops, Trapelus_mexicana}
{Bradypodion_grunniens, Nyroca_monedula} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Nyroca_monedula} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Bradypodion_grunniens, Nyroca_monedula} {Chlamydotis_nelsonii, Gypaetus_carinata}
{Bradypodion_grunniens, Nyroca_monedula} {Chlamydotis_nelsonii, Holaspis_subcinctus}
{Bradypodion_grunniens, Nyroca_monedula} {Chlamydotis_nelsonii, Lampropeltis_subglobosa}
{Bradypodion_grunniens, Nyroca_monedula} {Chlamydotis_nelsonii, Nyctixalus_stagnalis}
{Bradypodion_grunniens, Nyroca_monedula} {Chlamydotis_nelsonii, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Nyroca_monedula} {Chlamydotis_nelsonii, Ophisops_mysticetus}
{Bradypodion_grunniens, Nyroca_monedula} {Chlamydotis_nelsonii, Oxyura_medici}
{Bradypodion_grunniens, Nyroca_monedula} {Chlamydotis_nelsonii, Phoca_bimaculata}
{Bradypodion_grunniens, Nyroca_monedula} {Chlamydotis_nelsonii, Pterocles_rufus}
{Bradypodion_grunniens, Nyroca_monedula} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyroca_monedula} {Chlamydotis_nelsonii, Trapelus_mexicana}
{Bradypodion_grunniens, Nyroca_monedula} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Bradypodion_grunniens, Nyroca_monedula} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Bradypodion_grunniens, Nyroca_monedula} {Ethmostigmus_salamandra, Holaspis_subcinctus}
{Bradypodion_grunniens, Nyroca_monedula} {Ethmostigmus_salamandra, Lampropeltis_subglobosa}
{Bradypodion_grunniens, Nyroca_monedula} {Ethmostigmus_salamandra, Nyctixalus_stagnalis}
{Bradypodion_grunniens, Nyroca_monedula} {Ethmostigmus_salamandra, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Nyroca_monedula} {Ethmostigmus_salamandra, Ophisops_mysticetus}
{Bradypodion_grunniens, Nyroca_monedula} {Ethmostigmus_salamandra, Oxyura_medici}
{Bradypodion_grunniens, Nyroca_monedula} {Ethmostigmus_salamandra, Phoca_bimaculata}
{Bradypodion_grunniens, Nyroca_monedula} {Ethmostigmus_salamandra, Pterocles_rufus}
{Bradypodion_grunniens, Nyroca_monedula} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyroca_monedula} {Ethmostigmus_salamandra, Trapelus_mexicana}
{Bradypodion_grunniens, Nyroca_monedula} {Gallinago_leporosum, Gypaetus_carinata}
{Bradypodion_grunniens, Nyroca_monedula} {Gallinago_leporosum, Holaspis_subcinctus}
{Bradypodion_grunniens, Nyroca_monedula} {Gallinago_leporosum, Lampropeltis_subglobosa}
{Bradypodion_grunniens, Nyroca_monedula} {Gallinago_leporosum, Nyctixalus_stagnalis}
{Bradypodion_grunniens, Nyroca_monedula} {Gallinago_leporosum, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Nyroca_monedula} {Gallinago_leporosum, Ophisops_mysticetus}
{Bradypodion_grunniens, Nyroca_monedula} {Gallinago_leporosum, Oxyura_medici}
{Bradypodion_grunniens, Nyroca_monedula} {Gallinago_leporosum, Phoca_bimaculata}
{Bradypodion_grunniens, Nyroca_monedula} {Gallinago_leporosum, Pterocles_rufus}
{Bradypodion_grunniens, Nyroca_monedula} {Gallinago_leporosum, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyroca_monedula} {Gallinago_leporosum, Trapelus_mexicana}
{Bradypodion_grunniens, Nyroca_monedula} {Gypaetus_carinata, Holaspis_subcinctus}
{Bradypodion_grunniens, Nyroca_monedula} {Gypaetus_carinata, Lampropeltis_subglobosa}
{Bradypodion_grunniens, Nyroca_monedula} {Gypaetus_carinata, Nyctixalus_stagnalis}
{Bradypodion_grunniens, Nyroca_monedula} {Gypaetus_carinata, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Nyroca_monedula} {Gypaetus_carinata, Ophisops_mysticetus}
{Bradypodion_grunniens, Nyroca_monedula} {Gypaetus_carinata, Oxyura_medici}
{Bradypodion_grunniens, Nyroca_monedula} {Gypaetus_carinata, Phoca_bimaculata}
{Bradypodion_grunniens, Nyroca_monedula} {Gypaetus_carinata, Pterocles_rufus}
{Bradypodion_grunniens, Nyroca_monedula} {Gypaetus_carinata, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyroca_monedula} {Gypaetus_carinata, Trapelus_mexicana}
{Bradypodion_grunniens, Nyroca_monedula} {Holaspis_subcinctus, Lampropeltis_subglobosa}
{Bradypodion_grunniens, Nyroca_monedula} {Holaspis_subcinctus, Nyctixalus_stagnalis}
{Bradypodion_grunniens, Nyroca_monedula} {Holaspis_subcinctus, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Nyroca_monedula} {Holaspis_subcinctus, Ophisops_mysticetus}
{Bradypodion_grunniens, Nyroca_monedula} {Holaspis_subcinctus, Oxyura_medici}
{Bradypodion_grunniens, Nyroca_monedula} {Holaspis_subcinctus, Phoca_bimaculata}
{Bradypodion_grunniens, Nyroca_monedula} {Holaspis_subcinctus, Pterocles_rufus}
{Bradypodion_grunniens, Nyroca_monedula} {Holaspis_subcinctus, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyroca_monedula} {Holaspis_subcinctus, Trapelus_mexicana}
{Bradypodion_grunniens, Nyroca_monedula} {Lampropeltis_subglobosa, Nyctixalus_stagnalis}
{Bradypodion_grunniens, Nyroca_monedula} {Lampropeltis_subglobosa, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Nyroca_monedula} {Lampropeltis_subglobosa, Ophisops_mysticetus}
{Bradypodion_grunniens, Nyroca_monedula} {Lampropeltis_subglobosa, Oxyura_medici}
{Bradypodion_grunniens, Nyroca_monedula} {Lampropeltis_subglobosa, Phoca_bimaculata}
{Bradypodion_grunniens, Nyroca_monedula} {Lampropeltis_subglobosa, Pterocles_rufus}
{Bradypodion_grunniens, Nyroca_monedula} {Lampropeltis_subglobosa, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyroca_monedula} {Lampropeltis_subglobosa, Trapelus_mexicana}
{Bradypodion_grunniens, Nyroca_monedula} {Nyctixalus_stagnalis, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Nyroca_monedula} {Nyctixalus_stagnalis, Ophisops_mysticetus}
{Bradypodion_grunniens, Nyroca_monedula} {Nyctixalus_stagnalis, Oxyura_medici}
{Bradypodion_grunniens, Nyroca_monedula} {Nyctixalus_stagnalis, Phoca_bimaculata}
{Bradypodion_grunniens, Nyroca_monedula} {Nyctixalus_stagnalis, Pterocles_rufus}
{Bradypodion_grunniens, Nyroca_monedula} {Nyctixalus_stagnalis, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyroca_monedula} {Nyctixalus_stagnalis, Trapelus_mexicana}
{Bradypodion_grunniens, Nyroca_monedula} {Opheodrys_fimbriatus, Ophisops_mysticetus}
{Bradypodion_grunniens, Nyroca_monedula} {Opheodrys_fimbriatus, Oxyura_medici}
{Bradypodion_grunniens, Nyroca_monedula} {Opheodrys_fimbriatus, Phoca_bimaculata}
{Bradypodion_grunniens, Nyroca_monedula} {Opheodrys_fimbriatus, Pterocles_rufus}
{Bradypodion_grunniens, Nyroca_monedula} {Opheodrys_fimbriatus, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyroca_monedula} {Opheodrys_fimbriatus, Trapelus_mexicana}
{Bradypodion_grunniens, Nyroca_monedula} {Ophisops_mysticetus, Phoca_bimaculata}
{Bradypodion_grunniens, Nyroca_monedula} {Ophisops_mysticetus, Pterocles_rufus}
{Bradypodion_grunniens, Nyroca_monedula} {Ophisops_mysticetus, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyroca_monedula} {Ophisops_mysticetus, Trapelus_mexicana}
{Bradypodion_grunniens, Nyroca_monedula} {Oxyura_medici, Phoca_bimaculata}
{Bradypodion_grunniens, Nyroca_monedula} {Oxyura_medici, Pterocles_rufus}
{Bradypodion_grunniens, Nyroca_monedula} {Oxyura_medici, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyroca_monedula} {Oxyura_medici, Trapelus_mexicana}
{Bradypodion_grunniens, Nyroca_monedula} {Phoca_bimaculata, Pterocles_rufus}
{Bradypodion_grunniens, Nyroca_monedula} {Phoca_bimaculata, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyroca_monedula} {Phoca_bimaculata, Trapelus_mexicana}
{Bradypodion_grunniens, Nyroca_monedula} {Pterocles_rufus, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Nyroca_monedula} {Pterocles_rufus, Trapelus_mexicana}
{Bradypodion_grunniens, Nyroca_monedula} {Ptyodactylus_valliceps, Trapelus_mexicana}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Allobates_similis, Ardea_macrops}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Allobates_similis, Chlamydotis_nelsonii}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Allobates_similis, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Allobates_similis, Gallinago_leporosum}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Allobates_similis, Gypaetus_carinata}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Allobates_similis, Holaspis_subcinctus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Allobates_similis, Lampropeltis_subglobosa}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Allobates_similis, Nyctixalus_stagnalis}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Allobates_similis, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Allobates_similis, Ophisops_mysticetus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Allobates_similis, Oxyura_medici}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Allobates_similis, Phoca_bimaculata}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Allobates_similis, Pterocles_rufus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Allobates_similis, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Allobates_similis, Trapelus_mexicana}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ardea_macrops, Chlamydotis_nelsonii}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ardea_macrops, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ardea_macrops, Gallinago_leporosum}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ardea_macrops, Gypaetus_carinata}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ardea_macrops, Holaspis_subcinctus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ardea_macrops, Lampropeltis_subglobosa}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ardea_macrops, Nyctixalus_stagnalis}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ardea_macrops, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ardea_macrops, Ophisops_mysticetus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ardea_macrops, Oxyura_medici}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ardea_macrops, Phoca_bimaculata}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ardea_macrops, Pterocles_rufus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ardea_macrops, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ardea_macrops, Trapelus_mexicana}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Gypaetus_carinata}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Holaspis_subcinctus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Lampropeltis_subglobosa}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Nyctixalus_stagnalis}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Ophisops_mysticetus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Oxyura_medici}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Phoca_bimaculata}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Pterocles_rufus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Chlamydotis_nelsonii, Trapelus_mexicana}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Holaspis_subcinctus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Lampropeltis_subglobosa}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Nyctixalus_stagnalis}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Ophisops_mysticetus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Oxyura_medici}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Phoca_bimaculata}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Pterocles_rufus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ethmostigmus_salamandra, Trapelus_mexicana}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gallinago_leporosum, Gypaetus_carinata}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gallinago_leporosum, Holaspis_subcinctus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gallinago_leporosum, Lampropeltis_subglobosa}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gallinago_leporosum, Nyctixalus_stagnalis}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gallinago_leporosum, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gallinago_leporosum, Ophisops_mysticetus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gallinago_leporosum, Oxyura_medici}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gallinago_leporosum, Phoca_bimaculata}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gallinago_leporosum, Pterocles_rufus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gallinago_leporosum, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gallinago_leporosum, Trapelus_mexicana}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gypaetus_carinata, Holaspis_subcinctus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gypaetus_carinata, Lampropeltis_subglobosa}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gypaetus_carinata, Nyctixalus_stagnalis}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gypaetus_carinata, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gypaetus_carinata, Ophisops_mysticetus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gypaetus_carinata, Oxyura_medici}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gypaetus_carinata, Phoca_bimaculata}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gypaetus_carinata, Pterocles_rufus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gypaetus_carinata, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Gypaetus_carinata, Trapelus_mexicana}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Holaspis_subcinctus, Lampropeltis_subglobosa}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Holaspis_subcinctus, Nyctixalus_stagnalis}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Holaspis_subcinctus, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Holaspis_subcinctus, Ophisops_mysticetus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Holaspis_subcinctus, Oxyura_medici}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Holaspis_subcinctus, Phoca_bimaculata}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Holaspis_subcinctus, Pterocles_rufus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Holaspis_subcinctus, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Holaspis_subcinctus, Trapelus_mexicana}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Lampropeltis_subglobosa, Nyctixalus_stagnalis}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Lampropeltis_subglobosa, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Lampropeltis_subglobosa, Ophisops_mysticetus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Lampropeltis_subglobosa, Oxyura_medici}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Lampropeltis_subglobosa, Phoca_bimaculata}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Lampropeltis_subglobosa, Pterocles_rufus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Lampropeltis_subglobosa, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Lampropeltis_subglobosa, Trapelus_mexicana}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Nyctixalus_stagnalis, Opheodrys_fimbriatus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Nyctixalus_stagnalis, Ophisops_mysticetus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Nyctixalus_stagnalis, Oxyura_medici}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Nyctixalus_stagnalis, Phoca_bimaculata}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Nyctixalus_stagnalis, Pterocles_rufus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Nyctixalus_stagnalis, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Nyctixalus_stagnalis, Trapelus_mexicana}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Opheodrys_fimbriatus, Ophisops_mysticetus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Opheodrys_fimbriatus, Oxyura_medici}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Opheodrys_fimbriatus, Phoca_bimaculata}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Opheodrys_fimbriatus, Pterocles_rufus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Opheodrys_fimbriatus, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Opheodrys_fimbriatus, Trapelus_mexicana}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ophisops_mysticetus, Oxyura_medici}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ophisops_mysticetus, Phoca_bimaculata}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ophisops_mysticetus, Pterocles_rufus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ophisops_mysticetus, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Ophisops_mysticetus, Trapelus_mexicana}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Oxyura_medici, Phoca_bimaculata}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Oxyura_medici, Pterocles_rufus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Oxyura_medici, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Oxyura_medici, Trapelus_mexicana}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Phoca_bimaculata, Pterocles_rufus}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Phoca_bimaculata, Ptyodactylus_valliceps}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Phoca_bimaculata, Trapelus_mexicana}
{Bradypodion_grunniens, Rangifer_nigrolineatus} {Pterocles_rufus, Ptyodactylus_valliceps}
